,comment,date,+/-
4987,"Everything up tesla is going down .this is the signal of a crash!
","Jun 19, 2017 1:56PM ET",
4988,"Technicaly it's not a consolidation but a market top with three candlestick reversal signal and one channel breakout TP. The riskiest thing to do at the moment is buying IMO
","Jun 17, 2017 4:42PM ET",
4989,"Terrible end-of-the-day tech macros today. Overall for the week though, I'm pretty satisfied. I was expecting doomsday last weekend, but we ended the week back in the 370s despite this entire week having pretty lousy macros. I don't know of just a few days...Show more
","Jun 16, 2017 4:06PM ET",
4990,"As always someone up this Bable at last 15 minutes of trade. It will drop and it will painful. Tesla moves like bitcoin.
","Jun 15, 2017 4:22PM ET",
4991,"Keep on showing me graphs of how the bubble is aboit to burst, keep telling us tesla makes no profit, keep on bashing this wonderful stock,shorts. It didn't work before, it won't work now, 400 is a guarantee. I said it months ago, hop on the tesla electric...Show more
","Jun 15, 2017 1:33PM ET",
4992,"Eyeing 357 as buy level... Am abroad but will look to be back with a call next week
","Jun 15, 2017 12:21PM ET",
4993,"A possible view
","Jun 15, 2017 6:44AM ET",
4994,"Tesla is going up bc the value is going up. Ppl don't understand the value of Tesla is not about whether or not the EV is nice and good but about the WAY of innovation and its STORY and customer's BELIEFs that the company will change the paradigms. I under...Show more
","Jun 14, 2017 12:45PM ET",
4995,"Tesla is going up because not enough share available to short.so for now they are doing what they want.but when tesla run out of money or make a mistake you will see the crash but for now will go up.
","Jun 14, 2017 10:49AM ET",
4996,"Antoher all time high for TSLA 375,95$!!! Is on fire again!
","Jun 14, 2017 1:00AM ET",
4997,"Apple vs Tesla Apple cash =248 billion Tesla =broke Apple debt = nothing Tesla debt= almost bankrupt(asking for cash very soon) Apple profit=yes Tesla profit=nothing Apple dividend =yes big one Tesla dividend= yes in 2099 Tesla vs Apple really!!???
","Jun 13, 2017 5:28PM ET",
4998,"You can take all your technical analysis knowledge and give fire to it: it's useless and this stock is just insane... the bearish engulfing pattern formed on Friday was not even seen and the stock responded with a +4% no way....
","Jun 13, 2017 1:26PM ET",
4999,"Every single day there someone with a new price now is $1000.can we stop with the dreams.lets just wait for model 3 .
","Jun 13, 2017 9:53AM ET",
5000,"While the tech market dips, tesla shows resistance.
","Jun 12, 2017 1:44PM ET",
5001,"200 puts contracts open with strike price $330.
","Jun 12, 2017 9:35AM ET",
5002,"will it fall again today?
","Jun 12, 2017 7:18AM ET",
5003,"I mean look at the after market rebound
","Jun 09, 2017 4:09PM ET",
5004,"Shorts don't get it twisted. Look at the market as a whole. Blue chip stocks took a hit today examples are nvda amd appl shop; rad got desamated I think we are seeing the market slip.
","Jun 09, 2017 4:03PM ET",
5005,"Hi... Today Tesla is forming a Bearish Engulfing, namely there is an 80% chance of drop.. I'm attaching a chart with a supportive trendline too.. . https://invst.ly/431td
","Jun 09, 2017 2:22PM ET",
5006,"TSLA is the more shorted Stock this week. Next week will continued, too
","Jun 09, 2017 10:35AM ET",
5007,"Closing my $370 calls now open just keep put open for next week
","Jun 09, 2017 10:20AM ET",
5008,"Do you think its too late to buy? Is it better to wait for this bubble to ***
","Jun 09, 2017 6:39AM ET",
5009,"Another all time high for TSLA, 370$!! It's on fire
","Jun 09, 2017 1:18AM ET",
5010,"Whoa!!!! I closed WAY too early. :) GJ bulls. @Dagobertduck, are you still holding?
","Jun 09, 2017 12:30AM ET",
5011,"Bulls don't forget to tune into the shareholders meeting today!
","Jun 06, 2017 4:25PM ET",
5012,"Lol incredible tesla bubble
","Jun 06, 2017 2:04PM ET",
5013,"Whoa!
","Jun 06, 2017 1:20PM ET",
5014,"Well at this point go tesla 200 call contract open strike price $370 !!
","Jun 06, 2017 10:42AM ET",
5015,"Concering article to future Tesla owners on the insurance aspect of owning a Tesla. Very expensive to insure and repair. Personally I think Tesla has a long way to go before they are profitable. Short at 338.35
","Jun 06, 2017 9:27AM ET",
5016,"This rally is phenomenal. How high will it go? No one knows.
","Jun 05, 2017 4:30PM ET",
5017,"The big fish are getting out ! Time to sell it!
","Jun 05, 2017 12:12PM ET",
5018,"Ops ! Elon musk no more free money for you
","Jun 02, 2017 11:35AM ET",
5019,"Shorted 100 shares at 338.35
","Jun 02, 2017 10:07AM ET",
5020,"I think bulls need to get out baybe
","Jun 02, 2017 3:07AM ET",
5021,"Shorting 100 shares 10:05 EST. I'll let you know the price.
","Jun 01, 2017 11:24PM ET",
5022,"Eyeing 323 as next buy area but I have to watch some more
","Jun 01, 2017 11:59AM ET",
5023,"Can I buy this stock now?
","Jun 01, 2017 1:35AM ET",
5024,"@Russo how much money have you lost on tesla, so far I'm up $650 on only 11 shares.
","May 31, 2017 11:22PM ET",
5025,"Where did all the shorts go ???
","May 31, 2017 3:09PM ET",
5026,"Sold the rest of my long position at 338,38 for 15% ROI
","May 31, 2017 9:39AM ET",
5027,"Another all time high! 335.10$!! The stock is on fire!
","May 30, 2017 11:52PM ET",
5028,"James I think the serious things for Tsla will start in July- August with the so called model 3...In fact the stock can climb to 500 before but it will not proove nothing.
","May 30, 2017 1:10PM ET",
5029,"Solarcity vs first solar.While First Solar had a mediocre debt of 265.82 million during the last quarter of 2016, SolarCity was sitting on a huge debt pile with a figure of $1.87 billion. Comparing with the net sales or revenue numbers, SolarCity generated...Show more
","May 30, 2017 9:33AM ET",
5030,"Sold half my long position from 308 at 325.14 for 7,8% ROI
","May 29, 2017 4:50AM ET",
5031,"Noticing some similarity on the daily chart with between january 10 and march 31, where charts showed a failed head and shoulder into a higher trading range.
","May 28, 2017 2:43PM ET",
5032,"Almost all time high, this stock is on fire, is well positioned to brake it the next week.
","May 27, 2017 3:25AM ET",
5033,"This looks set to break all time high IMO, let's see how much we squeeze beyond that
","May 26, 2017 2:01PM ET",
5034,"TSLA... NOW TRADING 323 RANGE.... MAY 24TH @ 308.65 SUGGEST THAT ITS GOING TO TEST 326 !!
","May 26, 2017 12:51PM ET",
5035,"Hello!
","May 26, 2017 10:41AM ET",
5036,"Holding long and watching weekly chart. GLTA!
","May 26, 2017 5:16AM ET",
5037,"Ok anybody know where are musk solarcity share?why musk want to sell solarcity to tesla?
","May 25, 2017 3:38PM ET",
5038,"I am going to buy a new Tesla model 3 with shorters money ))). What crazy is going to short Tesla???. . Instead look for a weak company to short. Now shorters are stuck in their short and completely lost their minds and talk weird. If you wanna invest in f...Show more
","May 24, 2017 4:58PM ET",
5039,"Used tesla very hard to resale inventory of used tesla 300% up people are afraid to buy a used tesla.
","May 24, 2017 1:33PM ET",
5040,"TSLA : BOOK PROFIT ON 309.50
","May 24, 2017 12:33PM ET",
5041,"TSLA : BUY: 308.65 SL: 307.65 TGT: 311-312.
","May 24, 2017 11:12AM ET",
5042,"I would never short this stock, its to dangerous. Its the most innovative company in America.. . I see more potential in this stock than overpriced Apple. And ofcourse Goldman or Morgan wants you to sell this stock. They want it to buy it as cheap as possi...Show more
","May 24, 2017 9:04AM ET",
5043,"Now expect great news about Model3 delay ... you got like -30-50% down on Tesla. Even Goldman or Morgan told the sales od Model 3 in 2017 would be around 2000... Are we looking at hype which is passing away now? Model3 delay = Tesla sinks. .
","May 23, 2017 7:37PM ET",
5044,"Next $305 and $298 if the stock break that point $234 next
","May 23, 2017 9:31AM ET",
5045,"Strong green short covering candle. Today's price action will be interesting
","May 23, 2017 2:03AM ET",
5046,"Bought another set of 20 stocks. To cheap to ignore,
","May 22, 2017 1:39PM ET",
5047,"Shorters starting to cover. Can go to new hights.
","May 22, 2017 11:27AM ET",
5048,"Bought some Tesla, looks like going higher.
","May 22, 2017 9:43AM ET",
5049,"What a great news:Analysts from UBS's Global Automobiles practice estimate that Tesla will incur an EBIT (earnings before interest and taxation) loss of $2,800 per Model 3 sold at its base price of $35,000 but the company will break even if it can achieve ...Show more
","May 20, 2017 8:06PM ET",
5050,"What bull ! It's bad the situation is very bad for this company.what musk is trying to do now telling everyone that tesla is overpriced?musk is shorting tesla !!!
","May 19, 2017 11:42PM ET",
5051,"Bulls beware if we create a second shoulder on the weekly chart, otherwise great!
","May 19, 2017 8:06PM ET",
5052,"hurry up guys!!!!!! imperial bull on the way for next week, don't stay behind
","May 18, 2017 11:57AM ET",
5053,"Now people are dumping the euro and gold. Buy US dollar and stocks.
","May 18, 2017 9:45AM ET",
5054,"Looks like its going to test 325 dollar.
","May 18, 2017 9:42AM ET",
5055,"I think if it brake 305.00 it will go directly to 300 then to 290,
","May 17, 2017 4:03PM ET",
5056,"Back to $320 by Friday?
","May 17, 2017 1:27PM ET",
5057,"308 entry looking pretty decent thus far. Cheers to the future, bears!
","May 17, 2017 11:43AM ET",
5058,"Short covering untill Friday nonstop. Stock will recover!!! Free money dudes )))
","May 17, 2017 11:18AM ET",
5059,"What noob sells this stock for 307,50???
","May 17, 2017 11:00AM ET",
5060,"Buying Tesla, Its cheap. Think price will go over 330 dollar. This company has very low ammount of outstanding shares. See more value per stock.
","May 17, 2017 10:47AM ET",
5061,"I have a put option on Tesla @ 316.7 - 19th @ 17:10 GMT ... any thoughts ??
","May 16, 2017 9:55AM ET",
5062,"Do you see $TSLA at 400 by the end of the year?
","May 16, 2017 5:14AM ET",
5063,"Short sellers are reactionists. The combustion engine belongs in the museum. Welcome the future with open arms or get lett behind.
","May 16, 2017 2:51AM ET",
5064,"Give me 308 to buy plz
","May 16, 2017 2:49AM ET",
5065,"Rats abandon a sinking ship.
","May 15, 2017 9:29PM ET",
5066,"This is nothing wait when fedelity sell everything!
","May 15, 2017 12:44PM ET",
5067,"so it begins
","May 15, 2017 9:33AM ET",
5068,"I don't like how weak it feels after breaching all time high... we usually squeeze a full 1% pretty fast...
","May 14, 2017 3:58AM ET",
5069,"The year is 2030. The world has seen a generation shift in leadership. The world is lowered by renewables and electric cars is a more attractive option for the global lower-and middle class. TSLA dominates the entire energy sector.
","May 13, 2017 4:17AM ET",
5070,"Waiting to buy to see if I mat get 308
","May 13, 2017 1:59AM ET",
5071,"It's a bubble. But still it's a nice bubble. Bubble of hopes in Elon Musk. The most important thing for this stock is a belief in future growth. The investors of this stock are true fans of Elon. Nice.
","May 12, 2017 4:00PM ET",
5072,"Next week tesla will crash!i have a felling
","May 12, 2017 3:53PM ET",
5073,"short at 326 , i thinking it will be the easiest money i ever made
","May 12, 2017 2:42PM ET",
5074,"Cost of the new solar roof $50k and you can charge you tesla for free.this is a deal! In 100 years your roof is free!
","May 12, 2017 9:19AM ET",
5075,"Now tesla is a roofing company.this guys are everything!
","May 11, 2017 11:55AM ET",
5076,"The price will go up when they start to produce Model3, if delays will occur the price will go down. It's a break point now - Model3.
","May 10, 2017 8:11PM ET",
5077,"I have calls on tesla because i know the syock will go to $900 !so go musk come up with more stuff !!
","May 10, 2017 4:23PM ET",
5078,"What a recovery! From 290 to almost the all time high!
","May 10, 2017 2:42AM ET",
5079,"Very nice
","May 09, 2017 11:58PM ET",
5080,"I'd feel more sorry for the shorts if they didn't literally go to every tesla/investment forum on the internet and spam their doomsday prophecy ad nauseam.
","May 09, 2017 12:17PM ET",
5081,"Elon Musk is doing good. Revenue goes higher and higher. This stock can overtake Apple.
","May 09, 2017 7:34AM ET",
